pl_name,Star's name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orb_period(in days),pl_orb_period(in E.years),pl_orb_semi_maj_axis(in AU),pl_orb_eccent,pl_rad(in Earth Radius),pl_bmass(in Earth Mass),pl_dens(in (Earth mass/Earth radius)),st_teff(in kelvin),st_rad(in solar radius),st_mass(in solar mass),sy_dist(in Parsec),pl_teff(in kelvin),st_lum(in Solar luminosity),pl_recei_flux(in Earth's received flux)
TOI-421 c,TOI-421,2,2,Transit,2020.0,16.067541,0.043848657,0.117,0.19,5.09,14.1,0.589138446,5291.0,0.866,0.833,74.7969,694.0891495,0.527322959,38.52165671
TOI-4214 b,TOI-4214,1,1,Transit,2025.0,3.4913885,0.009561851,0.05018,0.17,10.68215861,165.2707716,0.747085981,6370.0,1.434,1.382,346.881,1641.95087,3.037707,1206.381221
TOI-4308 b,TOI-4308,1,1,Transit,2023.0,9.151201,0.0,,,2.4189,,0.0,5243.0,0.7934,0.9,108.932,,0.426769794,
TOI-431 b,TOI-431,1,3,Transit,2021.0,0.490047,0.001360099,0.0113,0.0,1.28,3.07,8.066034317,4850.0,0.731,0.78,32.5686,1880.930219,0.26527209,2077.469571
TOI-431 c,TOI-431,1,3,Radial Velocity,2021.0,4.8494,0.013426342,0.052,0.0,,2.83,,4850.0,0.731,0.78,32.5686,876.8195689,0.26527209,98.1035834
TOI-431 d,TOI-431,1,3,Transit,2021.0,12.46103,0.03473696,0.098,0.0,3.29,9.9,1.53178954,4850.0,0.731,0.78,32.5686,638.7028703,0.26527209,27.62100057
TOI-4329 b,TOI-4329,1,1,Transit,2022.0,2.9223,0.0,,0.068,16.81347105,143.0227832,0.16580006,6000.0,2.31,1.538,717.128,,6.204671759,
TOI-4336 A b,TOI-4336 A,3,2,Transit,2024.0,16.336351,0.0447199,0.0849,0.0,2.137,3.33,1.880105699,3307.0,0.326,0.306,22.5455,312.4644607,0.011404121,1.582145605
TOI-4336 A c,TOI-4336 A,3,2,Transit,2026.0,7.587266,0.020771692,0.05092,0.0,1.251,1.55,4.362258203,3307.0,0.326,0.306,22.5455,403.4690968,0.011404121,4.398301938
TOI-4342 b,TOI-4342,1,2,Transit,2023.0,5.5382592,0.015432347,0.0519,0.0,2.329,7.3,3.183948199,3866.0,0.598,0.587,61.5204,632.7617833,0.071670365,26.60755086
TOI-4342 c,TOI-4342,1,2,Transit,2023.0,10.688662,0.029755347,0.0804,0.0,2.349,4.8,2.040533767,3866.0,0.598,0.587,61.5204,508.3887082,0.071670365,11.08734392
TOI-4364 b,TOI-4364,1,1,Transit,2025.0,5.424019,0.014848659,0.04753,0.29,2.01,,0.0,3528.0,0.4684,0.487,43.9662,534.0286919,0.030495652,13.49902184
TOI-4377 b,TOI-4377,1,1,Transit,2023.0,4.378081,0.011946712,0.0579,0.045,15.10970598,304.1617855,0.485834339,4974.0,3.52,1.36,455.82,1870.033168,6.804532625,2029.743565
TOI-4379 b,TOI-4379,1,1,Transit,2024.0,3.25352,0.0,,0.018,16.69017226,353.743017,0.419234502,6020.0,1.976,1.372,645.158,,4.600973115,
TOI-4406 b,TOI-4406,1,1,Transit,2023.0,30.08364,0.082607714,0.201,0.15,11.2089807,95.3485221,0.373050134,6219.0,1.29,1.19,261.834,759.676797,2.233322791,55.2788988
TOI-4438 b,TOI-4438,1,1,Transit,2024.0,7.44628,0.020341734,0.0534,0.14,2.52,5.4,1.859275456,3422.0,0.372,0.368,30.0346,435.5041775,0.017025338,5.970534834
TOI-444 b,TOI-444,1,1,Transit,2023.0,17.9636,0.049504177,0.133,,2.77,,0.0,5225.0,0.779,0.96,57.3973,609.7343775,0.405798039,22.94069984
TOI-4443.01,TOI-4443,1,1,Transit,2024.0,1.8498567,0.005063548,0.029962645,,1.7193265,,0.0,5834.0,1.01733,1.049133,56.0739,1639.150214,1.075670485,1198.171416
TOI-4463 A b,TOI-4463 A,2,1,Transit,2023.0,2.8807198,0.007890323,0.04036,0.0,13.26022417,252.3557552,0.596365092,5640.0,1.062,1.056,173.117,1395.009812,1.02389471,628.5690373
TOI-4465 b,TOI-4465,1,1,Transit,2025.0,101.94054,0.278226519,0.416,0.24,14.01122587,1872.009317,3.749999433,5545.0,1.014,0.93,121.139,417.431618,0.872111397,5.039475065
TOI-4479 b,TOI-4479,1,1,Transit,2022.0,1.1589,0.003123896,0.0164,,2.82,,0.0,3400.0,0.451,0.452,80.6532,859.719431,0.024387013,90.671522
TOI-4487 A b,TOI-4487 A,2,1,Transit,2025.0,3.9540709,0.010832558,0.05448,0.083,14.60530185,397.2855088,0.702623566,6206.0,1.634,1.378,479.145,1638.818004,3.553374974,1197.200368
TOI-4495 b,TOI-4495,1,2,Transit,2026.0,2.56699,0.007048811,0.03957,0.078,2.483,7.7,2.771482658,6210.0,1.309,1.247,132.214,1722.224951,2.286312253,1460.170074
TOI-4495 c,TOI-4495,1,2,Transit,2024.0,5.18553,0.014238084,0.06323,0.023,4.03,23.2,1.953099844,6210.0,1.309,1.247,132.214,1362.420944,2.286312253,571.8592892
TOI-4504 b,TOI-4504,1,3,Transit,2024.0,2.42614,0.006621994,0.03392,0.0,2.691,,0.0,5315.0,0.92,0.89,342.605,1334.691023,0.606008311,526.7043352
TOI-4504 c,TOI-4504,1,3,Transit,2024.0,82.97213,0.226008524,0.3569,0.032,11.09689089,1197.323175,4.827908603,5315.0,0.92,0.89,342.605,411.4673572,0.606008311,4.757573256
TOI-4504 d,TOI-4504,1,3,Transit Timing Variations,2024.0,40.5634,0.110800304,0.2219,0.0445,,450.2357214,,5315.0,0.92,0.89,342.605,521.8311619,0.606008311,12.30733368
TOI-4507 b,TOI-4507,1,1,Transit,2025.0,104.61611,0.292271033,0.456,0.09,8.2,20.0,0.199866514,6260.0,1.04,1.11,178.26,455.8480068,1.49023192,7.1667817
TOI-451 b,TOI-451,2,3,Transit,2020.0,1.858703,0.004884475,0.0283,0.0,1.91,,0.0,5550.0,0.879,0.95,123.739,1491.439639,0.657717705,821.2335088
TOI-451 c,TOI-451,2,3,Transit,2020.0,9.192522,0.024223559,0.0823,0.0,3.1,,0.0,5550.0,0.879,0.95,123.739,874.5788724,0.657717705,97.10461309
TOI-451 d,TOI-451,2,3,Transit,2020.0,16.364988,0.04307632,0.1208,0.0,4.07,,0.0,5550.0,0.879,0.95,123.739,721.8807022,0.657717705,45.07187903
TOI-4515 b,TOI-4515,1,1,Transit,2024.0,15.266446,0.041609252,0.118,0.461,12.17,637.0,1.947239167,5433.0,0.86,0.949,193.499,707.2279333,0.578156713,41.52231492
TOI-4527.01,TOI-4527,1,1,Transit,2024.0,0.3994445,0.001093385,0.008332353,,0.9086617,,0.0,3702.0,0.485948,0.483901,18.1037,1363.198069,0.039793772,573.1651611
TOI-4529 b,TOI-4529,1,1,Transit,2026.0,5.879577,0.0,,,1.77,4.9,4.868866646,3697.0,0.48,0.482,28.384,,0.038616253,
TOI-4551 b,TOI-4551,1,1,Transit,2023.0,9.95581,0.027380661,0.0994,0.101,11.85910158,473.5643264,1.564498717,4896.0,3.55,1.31,215.986,1410.827356,6.496989915,657.5661125
TOI-4559 b,TOI-4559,1,1,Transit,2024.0,3.965991,0.010864222,0.0359,,1.415,,0.0,3558.0,0.374,0.392,31.6354,553.7401311,0.020112073,15.60514945
TOI-4562 b,TOI-4562,1,2,Transit,2023.0,225.1064,0.0,,,,,,6096.0,1.152,1.192,339.605,,1.644275711,
TOI-4562 c,TOI-4562,1,2,Transit Timing Variations,2024.0,3990.0,10.9205074,5.219,0.122,,1833.869908,,6096.0,1.152,1.192,339.605,138.0985212,1.644275711,0.060367063
TOI-4582 b,TOI-4582,1,1,Transit,2023.0,31.034,0.0,,0.51,10.53644186,168.4490557,0.793484147,5190.0,2.5,1.34,383.846,,4.068546638,
TOI-4600 b,TOI-4600,1,2,Transit,2023.0,82.6869,0.218546138,0.349,0.25,6.8,959.8417891,16.81994281,5170.0,0.81,0.89,216.056,379.7797617,0.420554283,3.452798276
TOI-4600 c,TOI-4600,1,2,Transit,2023.0,482.8191,1.310640896,1.152,0.21,9.42,2946.269333,19.42098871,5170.0,0.81,0.89,216.056,209.0346548,0.420554283,0.316896251
